"fish_sample_id","impoundment_code","sample_date","gear_description","location","units_of_effort","effort_description","species","length","length_category","weight","group_count"
"89539","HRCA","2021-10-14","GILL NET-CORE PANEL","Sample Grid #202","18.00000","Hours","Freshwater Drum","147","SS","34","1"
"89539","HRCA","2021-10-14","GILL NET-CORE PANEL","Sample Grid #202","18.00000","Hours","Freshwater Drum","142","SS","33","1"
"89538","HRCA","2021-10-14","GILL NET-CORE PANEL","Sample Grid #114","18.00000","Hours","Freshwater Drum","391","P-M","590","1"
"89538","HRCA","2021-10-14","GILL NET-CORE PANEL","Sample Grid #114","18.00000","Hours","Freshwater Drum","336","Q-P","425","1"
"89538","HRCA","2021-10-14","GILL NET-CORE PANEL","Sample Grid #114","18.00000","Hours","Freshwater Drum","355","Q-P","430","1"
"89538","HRCA","2021-10-14","GILL NET-CORE PANEL","Sample Grid #114","18.00000","Hours","Freshwater Drum","221","S-Q","106","1"
"89408","MELR","2021-10-06","GILL NET-CORE PANEL","Sample Grid #751","18.00000","Hours","Freshwater Drum","390","P-M","730","1"
"89407","MELR","2021-10-06","GILL NET-CORE PANEL","Sample Grid #654","18.00000","Hours","Freshwater Drum","185","SS","70","1"
"89403","MELR","2021-10-05","GILL NET-CORE PANEL","Sample Grid #505","18.00000","Hours","Freshwater Drum","410","P-M","780","1"
"89399","MELR","2021-10-04","GILL NET-CORE PANEL","Sample Grid #188","18.00000","Hours","Freshwater Drum","426","P-M","906","1"
"89399","MELR","2021-10-04","GILL NET-CORE PANEL","Sample Grid #188","18.00000","Hours","Freshwater Drum","210","S-Q","98","1"
"89399","MELR","2021-10-04","GILL NET-CORE PANEL","Sample Grid #188","18.00000","Hours","Freshwater Drum","302","Q-P","337","1"
"89399","MELR","2021-10-04","GILL NET-CORE PANEL","Sample Grid #188","18.00000","Hours","Freshwater Drum","188","SS","70","1"
"89397","MELR","2021-10-04","GILL NET-CORE PANEL","Sample Grid #52","18.00000","Hours","Freshwater Drum","405","P-M","800","1"
"89397","MELR","2021-10-04","GILL NET-CORE PANEL","Sample Grid #52","18.00000","Hours","Freshwater Drum","273","S-Q","250","1"
"89396","MELR","2021-10-04","GILL NET-CORE PANEL","Sample Grid #45","18.00000","Hours","Freshwater Drum","305","Q-P","380","1"
"89396","MELR","2021-10-04","GILL NET-CORE PANEL","Sample Grid #45","18.00000","Hours","Freshwater Drum","387","P-M","750","1"
"89396","MELR","2021-10-04","GILL NET-CORE PANEL","Sample Grid #45","18.00000","Hours","Freshwater Drum","402","P-M","760","1"
"89396","MELR","2021-10-04","GILL NET-CORE PANEL","Sample Grid #45","18.00000","Hours","Freshwater Drum","352","Q-P","616","1"
